repository,package,total_commits,total_added,total_removed,total_churn,total_files,avg_churn_per_commit
camel,org.apache.camel.component.jms.discovery,39,318,137,455,3,11.666666666666666
camel,test.java.org.apache.camel.spring.cloud,3,0,454,454,4,151.33333333333334
camel,org.apache.camel.catalog.springboot,12,297,157,454,6,37.833333333333336
camel,org.apache.camel.support.scan,12,363,90,453,11,37.75
camel,org.apache.camel.component.caffeine.processor.idempotent,18,412,41,453,4,25.166666666666668
camel,org.apache.camel.reifier.validator,23,345,108,453,16,19.695652173913043
camel,org.apache.camel.ldap,1,452,0,452,5,452.0
camel,org.apache.camel.component.cxf.wsrm,17,374,78,452,8,26.58823529411765
camel,test.java.org.apache.camel.component.azure.servicebus.integration,1,0,452,452,3,452.0
camel,org.apache.camel.dsl.jbang.core.commands.test,3,443,8,451,3,150.33333333333334
camel,org.apache.camel.support.startup,12,366,85,451,7,37.583333333333336
camel,org.apache.camel.dsl.yaml.common.exception,7,416,35,451,14,64.42857142857143
camel,org.apache.camel.component.crypto.processor,15,404,46,450,4,30.0
camel,org.apache.camel.commands.catalog,9,416,34,450,5,50.0
camel,org.apache.camel.jbang.console,5,362,88,450,3,90.0
camel,org.apache.camel.component.opensearch.converter,3,439,10,449,2,149.66666666666666
camel,generated.java.org.apache.camel.component.azure.eventhubs,1,0,449,449,3,449.0
camel,org.apache.camel.eclipse,3,282,167,449,6,149.66666666666666
camel,org.apache.camel.test.infra.xmpp.services,17,342,107,449,9,26.41176470588235
camel,test.java.org.apache.camel.util.concurrent,3,0,448,448,3,149.33333333333334
camel,org.apache.camel.component.aws2.ddbstream.client.impl,7,430,17,447,4,63.857142857142854
camel,org.apache.camel.component.spring.security.config,17,356,91,447,4,26.294117647058822
camel,generated.java.org.apache.camel.component.azure.blob,1,0,446,446,3,446.0
camel,org.apache.camel.component.aws2.translate.client.impl,8,429,16,445,4,55.625
camel,org.apache.camel.component.aws2.mq.client.impl,8,428,17,445,4,55.625
camel,org.apache.camel.test.infra.pulsar.services,35,361,83,444,7,12.685714285714285
camel,org.apache.camel.dataformat.thrift.springboot,9,222,222,444,2,49.333333333333336
camel,org.apache.camel.component.aws2.cw.client.impl,8,427,16,443,4,55.375
camel,test.java.org.apache.camel.component.sjms.jms,2,0,443,443,3,221.5
camel,test.java.org.apache.camel.component.smpp,3,0,443,443,3,147.66666666666666
camel,org.apache.camel.itest.osgi.hl7,11,343,100,443,3,40.27272727272727
camel,org.apache.camel.dataformat.asn1.springboot,9,221,221,442,2,49.111111111111114
camel,org.apache.camel.dsl.jbang.core.generator,3,221,221,442,4,147.33333333333334
camel,org.apache.camel.component.routebox.strategy,12,221,221,442,2,36.833333333333336
camel,test.java.org.apache.camel.component.microprofile.metrics.message.history,2,0,442,442,4,221.0
camel,generated.java.org.apache.camel.component.yammer,1,0,442,442,3,442.0
camel,org.apache.camel.component.aws2.ec2.client.impl,7,426,15,441,4,63.0
camel,org.apache.camel.component.aws.secretsmanager.client.impl,8,427,14,441,4,55.125
camel,generated.java.org.apache.camel.component.corda,1,0,441,441,4,441.0
camel,org.apache.camel.component.dummy,13,416,23,439,11,33.76923076923077
camel,test.java.org.apache.camel.example.cdi.osgi,2,0,439,439,2,219.5
camel,generated.java.org.apache.camel.component.atomix.client.messaging,1,0,438,438,4,438.0
camel,org.apache.camel.component.platform.http.springboot,3,219,219,438,2,146.0
camel,org.apache.camel.component.jms.remoting,20,351,87,438,8,21.9
camel,org.apache.camel.component.smb.strategy,3,431,7,438,4,146.0
camel,test.java.org.apache.camel.itest.osgi.cxf.blueprint,1,0,438,438,3,438.0
camel,test.java.org.apache.camel.component.consul.springboot.cloud,3,0,438,438,4,146.0
camel,org.apache.camel.component.aws2.msk.client.impl,8,424,13,437,4,54.625
camel,org.apache.camel.component.aws2.iam.client.impl,7,424,13,437,4,62.42857142857143
camel,org.apache.camel.component.aws2.eventbridge.client.impl,7,424,13,437,4,62.42857142857143
camel,org.apache.camel.component.kudu.springboot,3,218,218,436,2,145.33333333333334
camel,org.apache.camel.component.nitrite.springboot,4,218,218,436,2,109.0
camel,org.apache.camel.component.file.consumer,11,324,112,436,11,39.63636363636363
camel,test.java.org.apache.camel.component.xslt,7,0,436,436,7,62.285714285714285
camel,org.apache.camel.component.aws2.ses.client.impl,8,423,12,435,4,54.375
camel,org.apache.camel.component.spring.ws.security,17,292,143,435,3,25.58823529411765
camel,org.apache.camel.component.aws2.ddb.client.impl,7,423,12,435,4,62.142857142857146
camel,test.java.org.apache.camel.component.kafka,3,0,434,434,5,144.66666666666666
camel,test.java.org.apache.camel.microprofile.health,1,0,434,434,3,434.0
camel,generated.java.org.apache.camel.component.atomix.client.map,1,0,433,433,4,433.0
camel,org.apache.camel.component.aws2.ecs.client.impl,7,422,11,433,4,61.857142857142854
camel,org.apache.camel.component.aws2.kms.client.impl,7,422,11,433,4,61.857142857142854
camel,org.apache.camel.component.aws2.eks.client.impl,7,422,11,433,4,61.857142857142854
camel,org.apache.camel.processor.mllp,14,347,86,433,2,30.928571428571427
camel,test.java.org.apache.camel.itest.springboot.arquillian,1,0,432,432,4,432.0
camel,org.apache.camel.component.graphql.springboot,3,216,216,432,2,144.0
camel,org.apache.camel.dataformat.smooks,5,421,10,431,4,86.2
camel,org.apache.camel.support.http,16,399,32,431,3,26.9375
camel,org.apache.camel.itest.osgi.servlet,22,296,133,429,3,19.5
camel,org.apache.camel.itest.osgi.jclouds,17,336,93,429,3,25.235294117647058
camel,org.apache.camel.test.infra.microprofile.lra.services,14,363,66,429,7,30.642857142857142
camel,test.java.org.apache.camel.component.gora,2,0,428,428,4,214.0
camel,test.java.org.apache.camel.pgevent,2,0,428,428,4,214.0
camel,org.apache.camel.component.micrometer.spi,13,347,81,428,3,32.92307692307692
camel,org.apache.camel.component.couchbase.integration,26,288,140,428,6,16.46153846153846
camel,org.apache.camel.component.test.springboot,19,305,122,427,3,22.473684210526315
camel,test.java.org.apache.camel.component.rss,3,0,426,426,6,142.0
camel,test.java.org.apache.camel.component.pubnub.example,2,0,425,425,7,212.5
camel,generated.java.org.apache.camel.component.google.mail.stream,1,0,425,425,3,425.0
camel,org.apache.camel.dataformat.bindy.fixed.delimited,11,372,53,425,1,38.63636363636363
camel,org.apache.camel.component.hazelcast.listener,16,371,53,424,6,26.5
camel,org.apache.camel.pollconsumer.quartz,21,289,135,424,5,20.19047619047619
camel,org.apache.camel.component.cm.exceptions.cmresponse,5,331,93,424,18,84.8
camel,org.apache.camel.component.aws.cloudtrail.client.impl,6,418,6,424,4,70.66666666666667
camel,org.apache.camel.language.python,4,413,10,423,6,105.75
camel,test.java.org.apache.camel.scr,1,0,422,422,5,422.0
camel,org.apache.camel.component.microprofile.metrics.gauge,5,195,227,422,6,84.4
camel,org.apache.camel.reactive.vertx,17,328,93,421,3,24.764705882352942
camel,org.apache.camel.component.sql.sspt,2,350,69,419,7,209.5
camel,org.apache.camel.maven.resources,6,209,209,418,2,69.66666666666667
camel,org.apache.camel.test.blueprint.management,13,375,43,418,5,32.15384615384615
camel,org.apache.camel.test.infra.common,12,401,16,417,7,34.75
camel,test.java.org.apache.camel.generator.openapi,2,0,416,416,3,208.0
camel,org.apache.camel.component.yql.springboot,8,208,208,416,2,52.0
camel,test.java.org.apache.camel.component.etcd.cloud.integration,1,0,416,416,4,416.0
camel,org.apache.camel.component.jsonapi.springboot,5,207,207,414,2,82.8
camel,org.apache.camel.main.support,9,401,13,414,4,46.0
camel,generated.java.org.apache.camel.component.atomix.client.set,1,0,414,414,4,414.0
camel,org.apache.camel.examples.cluster,6,207,207,414,4,69.0
camel,org.apache.camel.component.aws2.textract.client.impl,1,413,0,413,4,413.0
camel,org.apache.camel.component.aws2.bedrock.agent.client.impl,1,413,0,413,4,413.0
camel,generated.java.org.apache.camel.component.atomix.client.queue,1,0,413,413,4,413.0
camel,org.apache.camel.component.aws2.bedrock.agentruntime.client.impl,1,413,0,413,4,413.0
camel,org.apache.camel.component.aws2.bedrock.client.impl,1,413,0,413,4,413.0
camel,org.apache.camel.component.cxf.multipart,21,307,105,412,5,19.61904761904762
camel,org.apache.camel.language.wasm,4,380,31,411,3,102.75
camel,org.apache.camel.component.aws.config.client.impl,2,411,0,411,4,205.5
camel,test.java.org.apache.camel.component.google.bigquery.unit.sql,1,0,411,411,5,411.0
camel,org.apache.camel.component.file.watch.constants,8,279,132,411,2,51.375
camel,org.apache.camel.example.tracer,8,205,205,410,4,51.25
camel,generated.java.org.apache.camel.component.atomix.client.value,1,0,410,410,4,410.0
camel,test.java.org.apache.camel,6,0,410,410,6,68.33333333333333
camel,org.apache.camel.component.couchdb.integration,5,241,169,410,2,82.0
camel,org.apache.camel.component.cxf.transport.spring,16,284,125,409,8,25.5625
camel,org.apache.camel.component.torchserve.producer,2,378,30,408,4,204.0
camel,test.java.org.apache.camel.test.infra.aws.services,1,0,408,408,7,408.0
camel,org.apache.camel.oauth.vertx,4,324,84,408,3,102.0
camel,org.apache.camel.component.soroushbot.support,10,385,23,408,4,40.8
camel,org.apache.camel.reload,2,2,405,407,2,203.5
camel,org.apache.camel.component.spring.ws.testfilters,6,257,149,406,3,67.66666666666667
camel,org.apache.camel.component.spark.annotations,13,203,203,406,3,31.23076923076923
camel,test.java.org.apache.camel.maven,3,0,406,406,6,135.33333333333334
camel,test.java.org.apache.camel.spring.boot.issues,1,0,405,405,5,405.0
camel,org.apache.camel.itest.osgi.hdfs,13,287,118,405,2,31.153846153846153
camel,test.java.org.apache.camel.component.apns,1,0,405,405,4,405.0
camel,org.apache.camel.test.infra.milvus.services,13,366,38,404,7,31.076923076923077
camel,org.apache.camel.converter.jaxb.person,8,318,86,404,3,50.5
camel,org.apache.camel.dataformat.bindy.fixed.dynamic,13,351,53,404,1,31.076923076923077
camel,org.apache.camel.dsl.xml.io.beans,8,383,21,404,9,50.5
camel,org.apache.camel.component.slack.helper,14,354,49,403,2,28.785714285714285
camel,org.apache.camel.example.telegram.usage,7,201,201,402,6,57.42857142857143
camel,generated.java.org.apache.camel.component.atomix.client.multimap,1,0,402,402,4,402.0
camel,org.apache.camel.component.platform.http.cookie,3,384,18,402,3,134.0
camel,org.apache.camel.test.infra.azure.common.services,34,314,88,402,7,11.823529411764707
camel,test.java.org.apache.camel.example.cdi.test,1,0,400,400,7,400.0
camel,org.apache.camel.component.platform.http.spi,12,350,49,399,7,33.25
camel,org.apache.camel.component.jms.integration.spring.tx,7,211,188,399,19,57.0
camel,org.apache.camel.component.netty4.util,5,388,11,399,1,79.8
camel,org.apache.camel.processor.channel,22,200,197,397,3,18.045454545454547
camel,test.java.org.apache.camel.component.milo.browse,1,0,397,397,1,397.0
camel,org.apache.camel.test.infra.messaging.services,10,358,38,396,11,39.6
camel,org.apache.camel.itest.osgi.jetty,14,329,66,395,4,28.214285714285715
camel,org.apache.camel.component.aws2.transcribe.integration,2,392,2,394,3,197.0
camel,test.java.org.apache.camel.component.sjms.producer,3,0,394,394,3,131.33333333333334
camel,org.apache.camel.component.apns.model,9,197,197,394,5,43.77777777777778
camel,org.apache.camel.example.axis,8,278,115,393,4,49.125
camel,org.apache.camel.component.aws2.stepfunctions.client.impl,2,393,0,393,4,196.5
camel,org.apache.camel.test.infra.zookeeper.services,17,317,75,392,8,23.058823529411764
camel,org.apache.camel.example.service,8,196,196,392,6,49.0
camel,org.apache.camel.manual,3,196,196,392,1,130.66666666666666
camel,org.apache.camel.main.xml.spring,10,366,26,392,1,39.2
camel,org.apache.camel.test.infra.google.pubsub.services,16,320,72,392,7,24.5
camel,org.apache.camel.oaipmh.handler,5,372,19,391,5,78.2
camel,test.java.org.apache.camel.cdi.rule,1,0,391,391,5,391.0
camel,test.java.org.apache.camel.main,4,0,391,391,4,97.75
camel,test.java.org.apache.camel.itest.osgi.restlet.example,1,0,390,390,7,390.0
camel,org.apache.camel.karaf.commands.catalog.completers,3,195,195,390,3,130.0
camel,org.apache.camel.dataformat.bindy.model.fix.tab,5,332,57,389,3,77.8
camel,test.java.org.apache.camel.zipkin.http,1,0,389,389,8,389.0
camel,generated.java.org.apache.camel.component.aws.sns,1,0,389,389,3,389.0
camel,org.apache.camel.test.infra.consul.services,12,324,64,388,7,32.333333333333336
camel,org.apache.camel.component.nats.integration,9,293,94,387,21,43.0
camel,org.apache.camel.component.fhir.dataformat,10,302,84,386,4,38.6
camel,org.apache.camel.component.cxf.wssecurity.camel,15,280,106,386,3,25.733333333333334
camel,org.apache.camel.example.jira,3,193,193,386,4,128.66666666666666
camel,test.java.org.apache.camel.dsl.java.joor,2,0,385,385,6,192.5
camel,org.apache.camel.component.azure.servicebus.operations,8,263,122,385,2,48.125
camel,org.apache.camel.component.vertx.kafka.serde,2,256,129,385,6,192.5
camel,org.apache.camel.component.sjms2.producer,11,325,59,384,3,34.90909090909091
camel,org.apache.camel.component.platform.http.plugin,13,312,72,384,3,29.53846153846154
camel,test.java.org.apache.camel.component.aws2.sqs,3,0,383,383,5,127.66666666666667
camel,org.foo.search.springboot,5,348,35,383,3,76.6
camel,org.apache.camel.guice.testing,5,368,15,383,4,76.6
camel,org.apache.camel.example.any23,5,191,191,382,3,76.4
camel,org.apache.camel.component.stax.model,6,353,29,382,6,63.666666666666664
camel,org.apache.camel.test.infra.pinecone.services,3,374,8,382,6,127.33333333333333
camel,org.apache.camel.karaf.commands.completers,13,191,191,382,3,29.384615384615383
camel,test.java.org.apache.camel.component.google.storage.integration,2,0,381,381,3,190.5
camel,org.apache.camel.spring.postprocessor,17,323,58,381,7,22.41176470588235
camel,org.apache.camel.component.salesforce.dto,2,376,5,381,4,190.5
camel,org.apache.camel.component.cxf.wsdl,16,309,72,381,7,23.8125
camel,org.apache.camel.component.cloudevents,10,370,10,380,5,38.0
camel,org.apache.camel.opentelemetry.internal,2,190,190,380,3,190.0
camel,org.apache.camel.component.olingo2.api.batch,8,346,33,379,5,47.375
camel,org.apache.camel.opentracing.starter,9,189,189,378,4,42.0
camel,test.java.org.apache.camel.component.milo.testing,3,0,377,377,3,125.66666666666667
camel,generated.java.org.apache.camel.component.sparkrest,2,0,377,377,5,188.5
camel,org.apache.camel.test.util,5,295,82,377,1,75.4
camel,org.apache.camel.component.atmos.integration.consumer,13,219,158,377,3,29.0
camel,org.apache.camel.spring.boot.properties,2,92,284,376,2,188.0
camel,org.apache.camel.converter.dozer.model,6,337,39,376,4,62.666666666666664
camel,generated.java.org.apache.camel.component.websocket,1,0,375,375,3,375.0
camel,org.apache.camel.component.olingo4.api.batch,6,352,23,375,5,62.5
camel,org.apache.camel.dsl.xml.jaxb.definition,11,219,155,374,17,34.0
camel,org.apache.camel.example.cxf.proxy,7,187,187,374,4,53.42857142857143
camel,org.apache.camel.itest.utils.extensions,7,321,53,374,4,53.42857142857143
camel,org.apache.camel.component.sjms2.support,16,246,128,374,1,23.375
camel,org.apache.camel.osgi.activator,4,129,244,373,2,93.25
camel,org.apache.camel.component.langchain4j.agent.pojos,2,373,0,373,7,186.5
camel,org.apache.camel.component.jms.integration,4,234,139,373,39,93.25
camel,org.apache.camel.dataformat.bindy.fixed.link,16,319,53,372,2,23.25
camel,generated.java.org.apache.camel.component.google.pubsub,2,0,372,372,4,186.0
camel,org.apache.camel.impl.saga,6,362,10,372,5,62.0
camel,org.apache.camel.dataformat.bindy.fixed.converter,10,320,52,372,1,37.2
camel,org.apache.camel.language.simple.types,24,245,126,371,25,15.458333333333334
camel,org.apache.camel.itest.customerrelations,22,276,94,370,3,16.818181818181817
camel,test.java.org.apache.camel.component.caffeine.lrucache,1,0,370,370,2,370.0
camel,test.java.org.apache.camel.commands.jolokia,1,0,368,368,2,368.0
camel,org.apache.camel.dataformat.dfdl,4,356,12,368,3,92.0
camel,generated.java.org.apache.camel.component.jbpm,1,0,368,368,3,368.0
camel,test.java.org.apache.camel.processor.intercept,5,0,368,368,5,73.6
camel,org.apache.camel.examples.grpc,10,184,184,368,2,36.8
camel,generated.java.org.apache.camel.component.aws.firehose,2,0,367,367,3,183.5
camel,org.apache.camel.component.aws2.athena.client.impl,6,347,20,367,4,61.166666666666664
camel,test.java.org.apache.camel.component.aws.s3.integration,2,0,367,367,3,183.5
camel,org.apache.camel.spring.scan,23,208,159,367,9,15.956521739130435
camel,org.apache.camel.jsr356.springboot,2,183,183,366,2,183.0
camel,org.apache.camel.itest.osgi.ftp,16,295,71,366,3,22.875
camel,org.apache.camel.component.ehcache.processor.idempotent,14,328,38,366,3,26.142857142857142
camel,org.apache.camel.component.box2.internal,2,363,3,366,3,183.0
camel,generated.java.org.apache.camel.component.beanstalk,1,0,366,366,3,366.0
camel,com.viwilo.camel.integration,1,365,0,365,2,365.0
camel,org.apache.camel.spring.boot.routefilter,7,337,28,365,7,52.142857142857146
camel,org.apache.camel.component.servicenow.auth,9,267,98,365,4,40.55555555555556
camel,test.java.org.apache.camel.component.kestrel,1,0,365,365,5,365.0
camel,test.java.org.apache.camel.component.ejb,1,0,363,363,7,363.0
camel,org.apache.camel.component.kafka.integration.commit,14,252,111,363,6,25.928571428571427
camel,org.apache.camel.component.djl.model.audio,4,269,94,363,3,90.75
camel,test.java.org.apache.camel.component.azure.storage.datalake.operations,1,0,363,363,3,363.0
camel,org.apache.camel.dataformat.bindy.fixed.ordinal,11,321,42,363,1,33.0
camel,test.java.org.apache.camel.component.soroushbot.support,1,0,362,362,4,362.0
camel,org.apache.camel.commands.internal,6,207,155,362,3,60.333333333333336
camel,org.apache.camel.example.ftp,7,181,181,362,4,51.714285714285715
camel,org.apache.camel.example.bigxml,5,332,30,362,5,72.4
camel,org.apache.camel.dataformat.soap12,13,309,52,361,3,27.76923076923077
camel,test.java.org.apache.camel.itest.osgi.cxf.jaxrs.testbean,1,0,360,360,5,360.0
camel,test.java.org.apache.camel.itest.osgi.jaxb,1,0,360,360,5,360.0
camel,org.apache.camel.component.pinecone.it,9,308,51,359,3,39.888888888888886
camel,test.java.org.apache.camel.component.atomix.client.multimap,1,0,359,359,1,359.0
camel,org.apache.camel.component.ahc.javabody,11,314,44,358,2,32.54545454545455
camel,org.apache.camel.component.aws2.sts.localstack,9,306,52,358,5,39.77777777777778
camel,test.java.org.apache.camel.dataformat.tagsoup,1,0,358,358,5,358.0
camel,test.java.org.apache.camel.websocket.jsr356,1,0,358,358,4,358.0
camel,generated.java.org.apache.camel.component.jclouds,1,0,358,358,4,358.0
camel,test.java.org.apache.camel.component.aws.sdb.integration,2,0,358,358,2,179.0
camel,org.apache.camel.component.elasticsearch.rest.client.integration,5,351,6,357,4,71.4
camel,test.java.org.apache.camel.spring.model,2,0,357,357,4,178.5
camel,org.apache.camel.component.everit.jsonschema.springboot,2,178,178,356,4,178.0
camel,org.apache.camel.component.kafka.consumer.support.streaming,3,312,44,356,2,118.66666666666667
camel,org.apache.camel.component.firebase.exception,6,178,178,356,2,59.333333333333336
camel,test.java.org.apache.camel.itest.greeter,1,0,355,355,7,355.0
camel,test.java.org.apache.camel.component.cometd,2,0,355,355,3,177.5
camel,org.apache.camel.itest.osgi.krati,12,277,78,355,3,29.583333333333332
camel,org.apache.camel.component.influxdb2.data,2,340,14,354,5,177.0
camel,org.apache.camel.component.pg.replication.slot.integration,9,241,113,354,5,39.333333333333336
camel,org.apache.camel.component.hystrix.metrics,11,177,177,354,1,32.18181818181818
camel,test.java.org.apache.camel.component.azure.storage.blob.operations,1,0,354,354,2,354.0
camel,test.java.org.apache.camel.guice.testing,1,0,353,353,4,353.0
camel,test.java.org.apache.camel.component.atomix.client.queue,1,0,353,353,2,353.0
camel,org.apache.camel.spring.javaconfig.autowire,9,303,50,353,5,39.22222222222222
camel,test.java.org.apache.camel.component.couchdb,2,0,353,353,4,176.5
camel,org.apache.camel.component.list,14,313,40,353,4,25.214285714285715
camel,org.apache.camel.component.ibm.watson.language.integration,1,353,0,353,2,353.0
camel,org.apache.camel.component.aws2.eventbridge.integration,16,295,57,352,4,22.0
camel,org.apache.camel.component.salesforce.internal.pubsub,4,297,55,352,3,88.0
camel,org.apache.camel.service.lra.springboot,5,176,176,352,2,70.4
camel,org.apache.camel.component.kubernetes.cluster.lock.impl,5,331,21,352,2,70.4
camel,org.apache.camel.component.aws.lambda.integration,8,319,32,351,2,43.875
camel,org.apache.camel.component.kserve.it,1,351,0,351,2,351.0
camel,org.apache.camel.component.dns.cloud,14,286,65,351,4,25.071428571428573
camel,org.apache.camel.test.infra.keycloak.services,2,351,0,351,5,175.5
camel,test.java.org.apache.camel.itest.osgi.sql,1,0,351,351,3,351.0
camel,org.apache.camel.component.openshift.build_configs.springboot,9,85,265,350,2,38.888888888888886
camel,org.apache.camel.component.cassandra.integration,12,229,121,350,6,29.166666666666668
camel,org.apache.camel.spring.rmi,4,300,50,350,1,87.5
camel,org.apache.camel.component.debezium.oracle.configuration,8,315,35,350,2,43.75
camel,org.apache.camel.reactive.tomcat,3,320,30,350,1,116.66666666666667
camel,org.apache.camel.component.knative.ce,9,333,16,349,3,38.77777777777778
camel,generated.java.org.apache.camel.component.aws.ddb,1,0,349,349,3,349.0
camel,test.java.org.apache.camel.component.google.storage.unit,1,0,349,349,4,349.0
camel,test.java.org.apache.camel.component.seda,4,0,349,349,4,87.25
camel,org.apache.camel.component.aws.s3.client,9,174,174,348,6,38.666666666666664
camel,test.java.org.apache.camel.component.etcd.integration,1,0,348,348,3,348.0
camel,org.apache.camel.component.yql.client,5,174,174,348,2,69.6
camel,org.apache.camel.itest.osgi.http,10,310,37,347,2,34.7
camel,org.apache.camel.component.google.secret.manager.vault,11,300,47,347,1,31.545454545454547
camel,test.java.org.apache.camel.component.gae.login,2,0,346,346,7,173.0
camel,test.java.org.apache.camel.builder.endpoint,3,0,346,346,4,115.33333333333333
camel,generated.java.org.apache.camel.component.azure.storage.queue,1,0,345,345,3,345.0
camel,org.apache.camel.language.java,1,344,0,344,3,344.0
camel,org.apache.camel.component.weather.http,6,172,172,344,4,57.333333333333336
camel,org.apache.camel.component.workday.auth,6,245,98,343,3,57.166666666666664
camel,org.apache.camel.cdi.store,5,270,71,341,3,68.2
camel,generated.java.org.apache.camel.component.sjms.batch,1,0,341,341,3,341.0
camel,org.apache.camel.component.torchserve.client.impl,2,341,0,341,3,170.5
camel,org.apache.camel.language.js,6,327,14,341,6,56.833333333333336
camel,org.apache.camel.component.hdfs2.integration,9,305,36,341,4,37.888888888888886
camel,org.apache.camel.component.quickfixj.converter,19,296,43,339,2,17.842105263157894
camel,org.apache.camel.example.springboot.grpc,9,169,169,338,4,37.55555555555556
camel,org.apache.camel.component.spring.integration.converter,27,197,141,338,2,12.518518518518519
camel,org.apache.camel.component.kubernetes.secrets.vault,5,323,14,337,2,67.4
camel,generated.java.org.apache.camel.component.aws.ses,1,0,337,337,3,337.0
camel,org.apache.camel.component.kubernetes.consumer.integration.replication_controllers,1,336,0,336,5,336.0
camel,org.apache.camel.component.kubernetes.consumer.integration.deployments,1,336,0,336,5,336.0
camel,generated.java.org.apache.camel.component.elasticsearch,1,0,335,335,3,335.0
camel,org.apache.camel.component.openshift.builds.springboot,8,78,257,335,2,41.875
camel,org.apache.camel.component.spring.cloud.config,1,335,0,335,4,335.0
camel,org.apache.camel.example.cdi.kubernetes,14,167,167,334,1,23.857142857142858
camel,org.apache.camel.component.kubernetes.consumer.integration.pods,1,334,0,334,5,334.0
camel,test.java.org.apache.camel.processor.cache,1,0,334,334,3,334.0
camel,org.apache.camel.dynamicep,2,167,167,334,3,167.0
camel,org.apache.camel.component.zookeepermaster.policy,11,311,23,334,1,30.363636363636363
camel,test.java.org.apache.camel.jmxconnect,1,0,334,334,4,334.0
camel,org.apache.camel.saga,16,244,89,333,8,20.8125
camel,org.apache.camel.component.netty4.ssl,8,209,123,332,1,41.5
camel,test.java.org.apache.camel.test.blueprint.management,1,0,332,332,5,332.0
camel,org.apache.camel.spring.javaconfig.patterns,19,251,80,331,3,17.42105263157895
camel,org.apache.camel.component.twitter.consumer.search,15,229,102,331,1,22.066666666666666
camel,org.apache.camel.component.aws2.sns.localstack,9,277,54,331,4,36.77777777777778
camel,org.apache.camel.rest.model,14,282,48,330,8,23.571428571428573
camel,org.apache.camel.component.cxf.ssl,21,264,66,330,4,15.714285714285714
camel,org.apache.camel.example.ehcache,3,165,165,330,3,110.0
camel,org.apache.camel.dataformat.bindy.model.fix.withoutsection,6,217,113,330,1,55.0
camel,org.apache.camel.component.aws2.sts.client.impl,7,316,14,330,3,47.142857142857146
camel,org.apache.camel.spring.boot.mockendpoints,11,286,44,330,4,30.0
camel,org.apache.camel.component.wordpress.api.service,5,313,16,329,10,65.8
camel,org.apache.camel.itest.osgi.cache.replication,8,297,32,329,3,41.125
camel,test.java.org.apache.camel.itest.osgi.jpa,1,0,328,328,4,328.0
camel,test.java.org.apache.camel.component.reactive.streams.springboot.test,1,0,328,328,4,328.0
camel,org.apache.camel.component.fury,2,314,14,328,4,164.0
camel,org.apache.camel.dataformat.bindy.fixed.skipfields,11,289,38,327,1,29.727272727272727
camel,org.apache.camel.dataformat.hl7,10,298,29,327,3,32.7
camel,test.java.org.apache.camel.component.jms.remoting,3,0,327,327,7,109.0
camel,generated.java.org.apache.camel.component.resteasy,1,0,327,327,3,327.0
camel,org.apache.camel.dataformat.bindy.classtype,10,291,36,327,2,32.7
camel,generated.java.org.apache.camel.converter.jaxp,1,0,327,327,4,327.0
camel,generated.resources.org.apache.camel.converter.jaxp,1,0,327,327,4,327.0
camel,org.apache.camel.component.vertx.kafka.offset,2,163,163,326,8,163.0
camel,org.apache.camel.itest.quartz,18,278,48,326,3,18.11111111111111
camel,test.java.org.apache.camel.component.jcr,3,0,325,325,3,108.33333333333333
camel,org.apache.camel.component.jgroups.cluster,16,54,271,325,3,20.3125
camel,test.java.org.apache.camel.component.aws.s3.client.impl,2,0,325,325,4,162.5
camel,test.java.org.apache.camel.component.atomix.client.set,1,0,324,324,2,324.0
camel,org.apache.camel.maven.component.vertx.kafka,2,162,162,324,2,162.0
camel,org.apache.camel.example.springboot.geocoder,9,189,135,324,4,36.0
camel,test.java.org.apache.camel.maven.packaging.dsl.component,1,0,323,323,5,323.0
camel,org.apache.camel.component.jgroups.ha,2,322,1,323,3,161.5
camel,org.apache.camel.test.infra.torchserve.services,8,301,22,323,7,40.375
camel,org.apache.camel.dataformat.lzf,17,285,38,323,3,19.0
camel,test.java.org.apache.camel.component.google.secret.manager.integration,1,0,323,323,1,323.0
camel,generated.java.org.apache.camel.component.aws.translate,1,0,323,323,3,323.0
camel,org.apache.camel.spring.cloud.processor.remote,1,322,0,322,4,322.0
camel,org.apache.camel.oauth.jakarta,3,315,7,322,2,107.33333333333333
camel,org.apache.camel.component.urlrewrite.jetty,6,301,20,321,4,53.5
camel,org.apache.camel.itest.osgi.bean.validator,6,269,51,320,5,53.333333333333336
camel,test.java.org.apache.camel.component.ribbon.springboot.cloud,2,0,320,320,4,160.0
camel,org.apache.camel.component.kamelet.utils.mongodb,2,320,0,320,1,160.0
camel,generated.java.org.apache.camel.component.soroushbot.component,1,0,320,320,3,320.0
camel,test.java.org.apache.camel.component.jsonvalidator,2,0,319,319,5,159.5
camel,org.apache.camel.component.aws.kinesis.integration,13,258,61,319,2,24.53846153846154
camel,test.java.org.apache.camel.itest.osgi.cache,1,0,319,319,3,319.0
camel,org.apache.camel.component.bar,10,287,32,319,10,31.9
camel,org.apache.camel.component.cxf.wsa,18,253,66,319,4,17.72222222222222
camel,org.apache.camel.example.cxf.ws,5,159,159,318,4,63.6
camel,org.apache.camel.component.jms.polling,1,318,0,318,5,318.0
camel,org.apache.camel.component.thrift.impl,8,251,67,318,2,39.75
camel,test.java.org.apache.camel.component,3,0,318,318,4,106.0
camel,org.apache.camel.component.milvus.it,5,305,13,318,2,63.6
camel,org.apache.camel.component.osgi.activator,8,309,8,317,2,39.625
