repository,package,total_commits,total_added,total_removed,total_churn,total_files,avg_churn_per_commit
camel,org.apache.camel.component.aws.firehose,66,2520,1549,4069,23,61.65151515151515
camel,org.apache.camel.component.crypto.cms,50,2813,1249,4062,12,81.24
camel,org.apache.camel.processor.errorhandler,126,2593,1466,4059,27,32.214285714285715
camel,generated.java.org.apache.camel.builder.component,1,0,4057,4057,1,4057.0
camel,org.apache.camel.telemetry.decorators,3,3963,92,4055,68,1351.6666666666667
camel,org.apache.camel.component.jacksonxml,65,3565,478,4043,37,62.2
camel,org.apache.camel.component.platform.http,108,3221,818,4039,23,37.398148148148145
camel,org.apache.camel.language.joor,52,3349,690,4039,38,77.67307692307692
camel,org.apache.camel.component.aws2.kms,91,3018,1015,4033,31,44.31868131868132
camel,org.apache.camel.component.jira.producer,26,3510,520,4030,27,155.0
camel,test.java.org.apache.camel.impl,25,0,4029,4029,34,161.16
camel,org.apache.camel.processor.resequencer,82,2955,1060,4015,67,48.96341463414634
camel,org.apache.camel.component.jira,87,2851,1151,4002,20,46.0
camel,org.apache.camel.component.zookeeper.policy,37,2480,1507,3987,13,107.75675675675676
camel,org.apache.camel.component.aries,14,3108,875,3983,18,284.5
camel,org.apache.camel.component.jbpm.workitem,27,2545,1437,3982,16,147.4814814814815
camel,org.apache.camel.component.springldap,58,2547,1432,3979,13,68.60344827586206
camel,org.apache.camel.spring.handler,210,2580,1398,3978,9,18.942857142857143
camel,org.apache.camel.commands.jolokia,40,2165,1797,3962,7,99.05
camel,org.apache.camel.component.olingo2.api.impl,40,2951,1006,3957,9,98.925
camel,org.apache.camel.component.azure.queue,57,2362,1569,3931,16,68.96491228070175
camel,org.apache.camel.component.nagios,99,2392,1523,3915,16,39.54545454545455
camel,org.apache.camel.support.processor,102,2865,1042,3907,40,38.30392156862745
camel,org.apache.camel.component.resteasy,39,2108,1781,3889,11,99.71794871794872
camel,org.apache.camel.converter.crypto.springboot,33,1943,1943,3886,12,117.75757575757575
camel,org.apache.camel.component.ganglia,65,2509,1370,3879,14,59.676923076923075
camel,org.apache.camel.component.zendesk.internal,31,3041,828,3869,6,124.80645161290323
camel,org.apache.camel.component.aws2.translate,116,2873,995,3868,44,33.3448275862069
camel,test.java.org.apache.camel.component.solr,4,0,3868,3868,16,967.0
camel,org.apache.camel.dataformat.bindy.fix,51,2560,1306,3866,14,75.80392156862744
camel,org.apache.camel.component.dynamicrouter.control,11,3451,394,3845,19,349.54545454545456
camel,org.apache.camel.language.datasonnet,26,2964,869,3833,13,147.42307692307693
camel,org.apache.camel.component.keycloak.security,8,3731,87,3818,11,477.25
camel,test.java.org.apache.camel.component.activemq,4,0,3816,3816,36,954.0
camel,org.apache.camel.component.spring.integration,106,2173,1642,3815,19,35.990566037735846
camel,test.java.org.apache.camel.component.netty4,3,0,3785,3785,51,1261.6666666666667
camel,org.apache.camel.component.milo.browse,12,3037,742,3779,7,314.9166666666667
camel,org.apache.camel.component.google.bigquery,72,2488,1291,3779,18,52.486111111111114
camel,org.foo.salesforce.upsert.contact,1,3764,0,3764,8,3764.0
camel,generated.java.org.foo.salesforce.upsert.contact,1,0,3764,3764,8,3764.0
camel,test.java.org.apache.camel.component.websocket,4,0,3747,3747,30,936.75
camel,test.java.org.apache.camel.component.aws.iam,2,0,3743,3743,11,1871.5
camel,org.apache.camel.component.hipchat,54,2497,1242,3739,20,69.24074074074075
camel,org.apache.camel.guice.maven,32,1866,1866,3732,3,116.625
camel,org.apache.camel.component.file.azure,32,3529,196,3725,27,116.40625
camel,org.apache.camel.generator.swagger,46,2102,1615,3717,22,80.80434782608695
camel,org.apache.camel.language.tokenizer,74,2528,1184,3712,23,50.16216216216216
camel,org.apache.camel.component.openstack.neutron,47,2484,1220,3704,11,78.80851063829788
camel,org.apache.camel.spring.remoting,83,2388,1303,3691,37,44.46987951807229
camel,org.apache.camel.component.dns,62,2577,1103,3680,35,59.354838709677416
camel,org.apache.camel.catalog.maven,64,2365,1297,3662,29,57.21875
camel,org.apache.camel.component.arangodb,39,3124,533,3657,25,93.76923076923077
camel,org.apache.camel.language.csimple,65,2897,747,3644,16,56.06153846153846
camel,org.apache.camel.component.weka,43,2266,1372,3638,13,84.6046511627907
camel,org.apache.camel.dsl.yaml,77,2260,1372,3632,7,47.16883116883117
camel,org.apache.camel.jms,23,2324,1302,3626,32,157.65217391304347
camel,org.apache.camel.component.file.watch,64,2601,1017,3618,14,56.53125
camel,test.java.org.apache.camel.component.aws.sdb,2,0,3613,3613,32,1806.5
camel,org.apache.camel.converter.aries,5,2424,1173,3597,42,719.4
camel,org.apache.camel.component.langchain4j.agent,11,3247,327,3574,27,324.90909090909093
camel,org.apache.camel.component.mina2.springboot,44,2059,1498,3557,8,80.8409090909091
camel,org.apache.camel.component.jetty9,102,2500,1055,3555,23,34.85294117647059
camel,org.apache.camel.component.metrics,85,2176,1373,3549,37,41.752941176470586
camel,org.apache.camel.component.rmi,76,2077,1467,3544,23,46.63157894736842
camel,org.apache.camel.parser.java,47,2362,1177,3539,114,75.29787234042553
camel,org.apache.camel.component.box2,2,3528,5,3533,16,1766.5
camel,org.apache.camel.cdi.bean,19,2407,1124,3531,47,185.8421052631579
camel,org.apache.camel.component.ironmq,84,2803,708,3511,20,41.79761904761905
camel,org.apache.camel.component.kubernetes.ha.lock,12,2259,1238,3497,10,291.4166666666667
camel,org.apache.camel.converter.dozer,57,1990,1505,3495,14,61.31578947368421
camel,org.apache.camel.component.neo4j,15,2799,691,3490,39,232.66666666666666
camel,org.apache.camel.builder.saxon,83,2700,790,3490,27,42.04819277108434
camel,org.apache.camel.component.stomp,113,2673,813,3486,17,30.849557522123895
camel,org.apache.camel.support.jsse,64,1689,1791,3480,45,54.375
camel,test.java.org.apache.camel.component.jetty.jettyproducer,5,0,3454,3454,47,690.8
camel,test.java.org.apache.camel.component.hdfs,5,0,3453,3453,13,690.6
camel,org.apache.camel.itest.jetty,65,2652,800,3452,25,53.10769230769231
camel,org.apache.camel.component.servlet.rest,43,2940,511,3451,32,80.25581395348837
camel,org.apache.camel.component.geocoder,68,2512,896,3408,20,50.11764705882353
camel,org.apache.camel.component.facebook.config,25,1725,1677,3402,4,136.08
camel,org.apache.camel.tooling.util,59,1719,1683,3402,14,57.66101694915254
camel,org.apache.camel.component.aws.msk,52,2111,1283,3394,16,65.26923076923077
camel,org.apache.camel.component.aws.secretsmanager,119,2810,568,3378,19,28.386554621848738
camel,org.apache.camel.component.consul.cloud,64,2434,944,3378,33,52.78125
camel,org.apache.camel.support.component,119,2247,1109,3356,50,28.201680672268907
