afferent_coupling,avg_method_loc,avg_nesting_depth,blank_lines,bug_severity,cbo,code_smells,cognitive_complexity,comment_lines,comment_ratio,cyclomatic_complexity,defect_type,dit,efferent_coupling,file,halstead_difficulty,halstead_volume,has_comments,has_defect,instability,language,lcom,lines_of_code_actual,loc,maintainability_index,max_method_loc,max_nesting_depth,noc,num_bugs,num_classes,num_fields,num_interfaces,num_methods,num_private_methods,num_public_methods,num_static_methods,project,rfc,technical_debt_hours,total_lines,type,wmc
0,10.166666666666666,0.6666666666666666,11,none,0,0,13.2,0,0.0,11,none,2,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\MySqlXAStatement.java,0,0,False,0,0.0,java,0.0,50,61,100,20,4,0,0,1,5,0,6,0,6,1,druid,0,0.0,72,comprehensive_java_metrics,1
0,8.0,0.6666666666666666,11,none,0,0,6.0,15,0.23809523809523808,5,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\SQLAlterResourceGroupStatement.java,0,0,True,0,0.0,java,0.0,37,63,100,18,4,0,0,1,5,0,6,0,6,0,druid,0,0.0,74,comprehensive_java_metrics,1
0,7.833333333333333,0.6666666666666666,11,none,0,0,6.0,15,0.24193548387096775,5,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\SQLCreateResourceGroupStatement.java,0,0,True,0,0.0,java,0.0,36,62,100,17,4,0,0,1,5,0,6,0,6,0,druid,0,0.0,73,comprehensive_java_metrics,1
0,11.0,2.0,3,none,0,0,1.2,15,0.5769230769230769,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\SQLListResourceGroupStatement.java,0,0,True,0,0.0,java,0.0,8,26,100,21,2,0,0,1,0,0,1,0,1,0,druid,0,0.0,29,comprehensive_java_metrics,1
0,4.105263157894737,0.15789473684210525,27,none,0,2,2.4,21,0.21212121212121213,2,none,2,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\ast\statement\TidbSplitTableStatement.java,0,0,True,0,0.0,java,0.0,51,99,100,14,3,0,0,1,18,0,19,0,19,0,druid,0,0.0,126,comprehensive_java_metrics,1
0,3.4166666666666665,0.16666666666666666,16,none,0,1,1.2,18,0.3050847457627119,1,none,0,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\executor\MySqlProcedureExecutor.java,0,0,True,0,0.0,java,0.0,25,59,100,13,2,0,0,1,12,0,12,0,12,12,druid,0,0.0,75,comprehensive_java_metrics,1
0,114.58333333333333,0.75,224,none,0,1,369.59999999999997,17,0.01221264367816092,308,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlCreateTableParser.java,0,0,True,0,0.0,java,0.0,1151,1392,100,124,9,0,0,1,129,0,12,1,4,0,druid,0,0.0,1616,comprehensive_java_metrics,1
0,53.93023255813954,0.18604651162790697,315,none,0,2,700.8,56,0.023578947368421053,584,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlExprParser.java,0,0,True,0,0.0,java,0.0,2004,2375,100,63,8,0,0,1,284,0,43,1,15,0,druid,0,0.0,2690,comprehensive_java_metrics,1
0,8.2,0.4,16,none,0,0,1.2,0,0.0,1,none,0,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlInsertReader.java,0,0,False,0,0.0,java,0.0,25,41,100,18,2,0,0,1,11,0,5,0,5,0,druid,0,0.0,57,comprehensive_java_metrics,1
0,73.18181818181819,0.6363636363636364,148,none,0,1,289.2,35,0.041666666666666664,241,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlLexer.java,0,0,True,0,0.0,java,0.0,657,840,100,83,7,0,0,1,62,0,11,0,7,2,druid,0,0.0,988,comprehensive_java_metrics,1
0,29.0,0.6666666666666666,61,none,0,0,54.0,24,0.08421052631578947,45,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlSelectIntoParser.java,0,0,True,0,0.0,java,0.0,200,285,100,39,6,0,0,1,14,0,9,2,5,0,druid,0,0.0,346,comprehensive_java_metrics,1
0,54.30769230769231,0.5384615384615384,145,none,0,1,210.0,16,0.0221606648199446,175,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlSelectParser.java,0,0,True,0,0.0,java,0.0,561,722,100,64,7,0,0,2,76,0,13,2,8,0,druid,0,0.0,867,comprehensive_java_metrics,1
0,59.30769230769231,0.07692307692307693,1439,none,0,2,1966.8,250,0.031407035175879394,1639,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\parser\MySqlStatementParser.java,0,0,True,0,0.0,java,0.0,6271,7960,100,69,10,0,0,1,1192,0,130,21,68,0,druid,0,0.0,9399,comprehensive_java_metrics,1
0,2.541899441340782,0.00558659217877095,360,none,0,0,1.2,15,0.016216216216216217,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlASTVisitor.java,0,0,True,0,0.0,java,0.0,550,925,50.0,12,2,0,0,0,178,1,358,0,0,0,druid,358,0,1285,comprehensive_java_metrics,358
2,4.0,1.0,3,none,2,0,1.2,15,0.7894736842105263,1,none,1,2,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlASTVisitorAdapter.java,0,0,True,0,1.0,java,0.0,1,19,100,14,1,1,0,1,0,0,0,0,0,0,druid,0,0.0,22,comprehensive_java_metrics,1
0,4.32,0.08,33,none,0,2,1.2,15,0.12195121951219512,1,none,2,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlEvalVisitorImpl.java,0,0,True,0,0.0,java,0.0,75,123,100,14,2,0,0,1,7,0,25,0,25,0,druid,0,0.0,156,comprehensive_java_metrics,1
0,9.090909090909092,0.2727272727272727,22,none,0,1,12.0,18,0.15254237288135594,10,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlExportParameterVisitor.java,0,0,True,0,0.0,java,0.0,78,118,100,19,3,0,0,1,11,0,11,0,11,0,druid,0,0.0,140,comprehensive_java_metrics,1
0,20.864035087719298,0.03070175438596491,858,none,0,2,2014.8,99,0.020387149917627675,1679,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlOutputVisitor.java,0,0,True,0,0.0,java,0.0,3899,4856,67.5,30,7,1,0,1,469,0,228,0,219,0,druid,0,1.625,5714,comprehensive_java_metrics,1
0,18.0,2.0,7,none,0,0,1.2,15,0.45454545454545453,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlParameterizedVisitor.java,0,0,True,0,0.0,java,0.0,11,33,100,28,2,0,0,1,1,0,1,0,1,0,druid,0,0.0,40,comprehensive_java_metrics,1
0,4.8344370860927155,0.033112582781456956,181,none,0,2,32.4,16,0.021447721179624665,27,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlSchemaStatVisitor.java,0,0,True,0,0.0,java,0.0,549,746,100,14,5,0,0,1,167,0,151,0,151,0,druid,0,0.0,927,comprehensive_java_metrics,1
0,151.0,7.0,25,none,0,0,28.799999999999997,18,0.10650887573964497,24,none,2,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\MySqlShowColumnOutpuVisitor.java,0,0,True,0,0.0,java,0.0,126,169,100,161,7,0,0,1,14,0,1,0,1,0,druid,0,0.0,194,comprehensive_java_metrics,1
0,16.5,0.6666666666666666,30,none,0,0,12.0,18,0.15384615384615385,10,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\transform\FromSubqueryResolver.java,0,0,True,0,0.0,java,0.0,69,117,100,26,4,0,0,1,25,0,6,1,5,1,druid,0,0.0,147,comprehensive_java_metrics,1
0,32.25,1.75,31,none,0,0,46.8,34,0.2085889570552147,39,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\transform\NameResolveVisitor.java,0,0,True,0,0.0,java,0.0,98,163,100,42,7,0,0,1,41,0,4,0,4,0,druid,0,0.0,194,comprehensive_java_metrics,1
0,55.0,6.0,14,none,0,0,15.6,18,0.2465753424657534,13,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\mysql\visitor\transform\OrderByResolve.java,0,0,True,0,0.0,java,0.0,41,73,100,65,6,0,0,1,8,0,1,0,1,0,druid,0,0.0,87,comprehensive_java_metrics,1
1,6.0,1.0,3,none,1,0,1.2,0,0.0,1,none,0,1,core\src\main\java\com\alibaba\druid\sql\dialect\odps\Odps.java,0,0,False,0,1.0,java,0.0,3,6,100,16,1,0,0,1,1,0,0,0,0,0,druid,0,0.0,9,comprehensive_java_metrics,1
0,7.75,0.75,8,none,0,0,3.5999999999999996,15,0.32608695652173914,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAddAccountProviderStatement.java,0,0,True,0,0.0,java,0.0,23,46,100,17,3,0,0,1,2,0,4,0,3,0,druid,0,0.0,54,comprehensive_java_metrics,1
0,5.090909090909091,0.2727272727272727,18,none,0,1,2.4,15,0.2112676056338028,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAddFileStatement.java,0,0,True,0,0.0,java,0.0,38,71,100,15,3,0,0,1,10,0,11,0,10,0,druid,0,0.0,89,comprehensive_java_metrics,1
0,5.666666666666667,0.5,10,none,0,0,3.5999999999999996,15,0.30612244897959184,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAddStatisticStatement.java,0,0,True,0,0.0,java,0.0,24,49,100,15,3,0,0,1,4,0,6,0,5,0,druid,0,0.0,59,comprehensive_java_metrics,1
0,5.916666666666667,0.25,19,none,0,1,6.0,15,0.1744186046511628,5,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAddTableStatement.java,0,0,True,0,0.0,java,0.0,52,86,100,15,3,0,0,1,12,0,12,0,11,0,druid,0,0.0,105,comprehensive_java_metrics,1
0,7.75,0.75,8,none,0,0,3.5999999999999996,15,0.32608695652173914,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAddUserStatement.java,0,0,True,0,0.0,java,0.0,23,46,100,17,3,0,0,1,2,0,4,0,3,0,druid,0,0.0,54,comprehensive_java_metrics,1
0,8.0,1.0,6,none,0,0,2.4,0,0.0,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAlterTableChangeOwner.java,0,0,False,0,0.0,java,0.0,18,24,100,18,3,0,0,1,2,0,3,0,3,0,druid,0,0.0,30,comprehensive_java_metrics,1
0,8.0,1.0,6,none,0,0,2.4,0,0.0,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAlterTableSetChangeLogs.java,0,0,False,0,0.0,java,0.0,18,24,100,18,3,0,0,1,2,0,3,0,3,0,druid,0,0.0,30,comprehensive_java_metrics,1
0,8.0,1.0,6,none,0,0,2.4,0,0.0,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsAlterTableSetFileFormat.java,0,0,False,0,0.0,java,0.0,18,24,100,18,3,0,0,1,2,0,3,0,3,0,druid,0,0.0,30,comprehensive_java_metrics,1
0,5.0,0.5,7,none,0,0,1.2,15,0.42857142857142855,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsCopyStmt.java,0,0,True,0,0.0,java,0.0,13,35,100,15,2,0,0,1,2,0,4,0,3,0,druid,0,0.0,42,comprehensive_java_metrics,1
0,7.8,0.6,11,none,0,0,3.5999999999999996,15,0.2777777777777778,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsCountStatement.java,0,0,True,0,0.0,java,0.0,28,54,100,17,3,0,0,1,4,0,5,0,4,0,druid,0,0.0,65,comprehensive_java_metrics,1
0,6.1,0.3,18,none,0,0,4.8,15,0.19736842105263158,4,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsCreateTableStatement.java,0,0,True,0,0.0,java,0.0,43,76,100,16,3,0,0,1,5,0,10,0,7,0,druid,0,0.0,94,comprehensive_java_metrics,1
0,6.714285714285714,0.42857142857142855,12,none,0,0,3.5999999999999996,0,0.0,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsDeclareVariableStatement.java,0,0,False,0,0.0,java,0.0,35,47,100,16,3,0,0,1,6,0,7,0,6,0,druid,0,0.0,59,comprehensive_java_metrics,1
0,7.5,0.75,8,none,0,0,2.4,0,0.0,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsExstoreStatement.java,0,0,False,0,0.0,java,0.0,22,30,100,17,3,0,0,1,4,0,4,0,3,0,druid,0,0.0,38,comprehensive_java_metrics,1
0,4.857142857142857,0.21428571428571427,22,none,0,1,2.4,15,0.18072289156626506,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsGrantStmt.java,0,0,True,0,0.0,java,0.0,46,83,100,14,3,0,0,1,12,0,14,0,12,0,druid,0,0.0,105,comprehensive_java_metrics,1
0,7.333333333333333,1.0,6,none,0,0,2.4,0,0.0,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsInstallPackageStatement.java,0,0,False,0,0.0,java,0.0,16,22,100,17,3,0,0,1,2,0,3,0,2,0,druid,0,0.0,28,comprehensive_java_metrics,1
0,7.75,0.75,8,none,0,0,3.5999999999999996,15,0.32608695652173914,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsListStmt.java,0,0,True,0,0.0,java,0.0,23,46,100,17,3,0,0,1,2,0,4,0,2,0,druid,0,0.0,54,comprehensive_java_metrics,1
0,8.125,0.625,19,none,0,0,8.4,0,0.0,7,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsNewExpr.java,0,0,False,0,0.0,java,0.0,46,65,100,18,5,0,0,1,8,0,8,0,8,0,druid,0,0.0,84,comprehensive_java_metrics,1
0,6.0,1.0,3,none,0,0,1.2,15,0.7142857142857143,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsObject.java,0,0,True,0,0.0,java,0.0,3,21,50.0,16,1,0,0,0,0,1,0,0,0,0,druid,0,0,24,comprehensive_java_metrics,0
0,7.5,1.0,6,none,0,0,1.2,15,0.5,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsObjectImpl.java,0,0,True,0,0.0,java,0.0,9,30,100,17,2,1,0,1,0,0,2,0,1,0,druid,0,0.0,36,comprehensive_java_metrics,1
0,5.0,0.5,7,none,0,0,1.2,15,0.42857142857142855,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsPAIStmt.java,0,0,True,0,0.0,java,0.0,13,35,100,15,2,0,0,1,2,0,4,0,3,0,druid,0,0.0,42,comprehensive_java_metrics,1
0,5.571428571428571,0.42857142857142855,12,none,0,0,1.2,0,0.0,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsQueryAliasStatement.java,0,0,False,0,0.0,java,0.0,27,39,100,15,3,0,0,1,6,0,7,0,6,0,druid,0,0.0,51,comprehensive_java_metrics,1
0,6.0,0.375,13,none,0,0,3.5999999999999996,15,0.23809523809523808,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsReadStatement.java,0,0,True,0,0.0,java,0.0,35,63,100,16,3,0,0,1,8,0,8,0,7,0,druid,0,0.0,76,comprehensive_java_metrics,1
0,5.5,0.5,11,none,0,0,3.5999999999999996,15,0.3125,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsRemoveStatisticStatement.java,0,0,True,0,0.0,java,0.0,22,48,100,15,3,0,0,1,4,0,6,0,5,0,druid,0,0.0,59,comprehensive_java_metrics,1
0,6.75,0.75,7,none,0,0,3.5999999999999996,15,0.35714285714285715,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsRemoveUserStatement.java,0,0,True,0,0.0,java,0.0,20,42,100,16,3,0,0,1,2,0,4,0,3,0,druid,0,0.0,49,comprehensive_java_metrics,1
0,6.1,0.3,16,none,0,0,4.8,15,0.19736842105263158,4,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsRestoreStatement.java,0,0,True,0,0.0,java,0.0,45,76,100,16,3,0,0,1,10,0,10,0,9,0,druid,0,0.0,92,comprehensive_java_metrics,1
0,9.714285714285714,0.42857142857142855,17,none,0,0,6.0,15,0.18072289156626506,5,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsSelectQueryBlock.java,0,0,True,0,0.0,java,0.0,51,83,100,19,3,0,0,1,4,0,7,0,6,0,druid,0,0.0,100,comprehensive_java_metrics,1
0,5.3,0.3,18,none,0,0,3.5999999999999996,15,0.22058823529411764,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsSetLabelStatement.java,0,0,True,0,0.0,java,0.0,35,68,100,15,3,0,0,1,10,0,10,0,9,0,druid,0,0.0,86,comprehensive_java_metrics,1
0,6.1,0.3,15,none,0,0,4.8,15,0.19736842105263158,4,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsShowChangelogsStatement.java,0,0,True,0,0.0,java,0.0,46,76,100,16,3,0,0,1,10,0,10,0,9,0,druid,0,0.0,91,comprehensive_java_metrics,1
0,5.625,0.375,13,none,0,0,4.8,15,0.25,4,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsShowGrantsStmt.java,0,0,True,0,0.0,java,0.0,32,60,100,15,3,0,0,1,6,0,8,0,7,0,druid,0,0.0,73,comprehensive_java_metrics,1
0,7.5,1.0,5,none,0,0,1.2,15,0.5,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsStatementImpl.java,0,0,True,0,0.0,java,0.0,10,30,100,17,2,1,0,1,0,0,2,0,1,0,druid,0,0.0,35,comprehensive_java_metrics,1
0,8.090909090909092,0.36363636363636365,17,none,0,1,10.799999999999999,15,0.14423076923076922,9,none,2,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsStatisticClause.java,0,0,True,0,0.0,java,0.0,72,104,100,18,4,0,0,9,4,0,11,0,11,0,druid,0,0.0,121,comprehensive_java_metrics,1
0,4.857142857142857,0.21428571428571427,18,none,0,1,1.2,0,0.0,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsTransformExpr.java,0,0,False,0,0.0,java,0.0,50,68,100,14,3,0,0,1,15,0,14,0,13,0,druid,0,0.0,86,comprehensive_java_metrics,1
0,8.666666666666666,1.0,8,none,0,0,3.5999999999999996,15,0.36585365853658536,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsUDTFSQLSelectItem.java,0,0,True,0,0.0,java,0.0,18,41,100,18,3,0,0,1,0,0,3,0,2,0,druid,0,0.0,49,comprehensive_java_metrics,1
0,7.0,0.42857142857142855,12,none,0,0,3.5999999999999996,15,0.234375,3,none,2,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsUndoTableStatement.java,0,0,True,0,0.0,java,0.0,37,64,100,17,3,0,0,1,6,0,7,0,6,0,druid,0,0.0,76,comprehensive_java_metrics,1
0,6.142857142857143,0.21428571428571427,19,none,0,1,6.0,15,0.1485148514851485,5,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\ast\OdpsUnloadStatement.java,0,0,True,0,0.0,java,0.0,67,101,100,16,3,0,0,1,14,0,14,0,12,0,druid,0,0.0,120,comprehensive_java_metrics,1
0,397.0,7.0,70,none,0,0,183.6,16,0.0387409200968523,153,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\parser\OdpsCreateTableParser.java,0,0,True,0,0.0,java,0.0,327,413,100,407,7,0,0,1,20,0,1,0,1,0,druid,0,0.0,483,comprehensive_java_metrics,1
0,25.448275862068964,0.27586206896551724,94,none,0,2,206.4,15,0.0199203187250996,172,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\parser\OdpsExprParser.java,0,0,True,0,0.0,java,0.0,644,753,100,35,8,0,0,1,110,0,29,0,5,0,druid,0,0.0,847,comprehensive_java_metrics,1
0,41.5,1.0,41,none,0,0,70.8,16,0.06037735849056604,59,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\parser\OdpsLexer.java,0,0,True,0,0.0,java,0.0,208,265,100,51,6,0,0,1,13,0,6,1,2,0,druid,0,0.0,306,comprehensive_java_metrics,1
0,45.6,1.2,48,none,0,0,68.39999999999999,15,0.06172839506172839,57,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\parser\OdpsSelectParser.java,0,0,True,0,0.0,java,0.0,180,243,100,55,6,0,0,1,20,0,5,0,3,0,druid,0,0.0,291,comprehensive_java_metrics,1
0,50.241379310344826,0.2413793103448276,277,none,0,2,358.8,22,0.014874915483434753,299,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\parser\OdpsStatementParser.java,0,0,True,0,0.0,java,0.0,1180,1479,100,60,7,0,0,1,218,0,29,0,20,0,druid,0,0.0,1756,comprehensive_java_metrics,1
0,2.6710526315789473,0.02631578947368421,79,none,0,0,1.2,15,0.06880733944954129,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\visitor\OdpsASTVisitor.java,0,0,True,0,0.0,java,0.0,124,218,50.0,12,2,0,0,0,36,1,76,0,0,0,druid,76,0,297,comprehensive_java_metrics,76
2,4.0,1.0,3,none,2,0,1.2,15,0.7894736842105263,1,none,1,2,core\src\main\java\com\alibaba\druid\sql\dialect\odps\visitor\OdpsASTVisitorAdapter.java,0,0,True,0,1.0,java,0.0,1,19,100,14,1,0,0,1,0,0,0,0,0,0,druid,0,0.0,22,comprehensive_java_metrics,1
0,16.854545454545455,0.09090909090909091,174,none,0,2,298.8,40,0.04136504653567735,249,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\visitor\OdpsOutputVisitor.java,0,0,True,0,0.0,java,0.0,753,967,100,26,5,0,0,1,100,0,55,0,48,0,druid,0,0.0,1141,comprehensive_java_metrics,1
0,9.2,0.4,23,none,0,0,9.6,15,0.14018691588785046,8,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\odps\visitor\OdpsSchemaStatVisitor.java,0,0,True,0,0.0,java,0.0,69,107,100,19,4,0,0,1,18,0,10,1,9,0,druid,0,0.0,130,comprehensive_java_metrics,1
1,6.0,1.0,3,none,1,0,1.2,0,0.0,1,none,0,1,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\Oracle.java,0,0,False,0,1.0,java,0.0,3,6,100,16,1,0,0,1,1,0,0,0,0,0,druid,0,0.0,9,comprehensive_java_metrics,1
0,7.166666666666667,0.5,16,none,0,0,3.5999999999999996,15,0.25862068965517243,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleDataTypeIntervalDay.java,0,0,True,0,0.0,java,0.0,27,58,100,17,3,0,0,1,6,0,6,0,5,0,druid,0,0.0,74,comprehensive_java_metrics,1
0,8.333333333333334,1.0,8,none,0,0,2.4,15,0.375,2,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleDataTypeIntervalYear.java,0,0,True,0,0.0,java,0.0,17,40,100,18,3,0,0,1,2,0,3,0,2,0,druid,0,0.0,48,comprehensive_java_metrics,1
0,5.352941176470588,0.08823529411764706,44,none,0,2,9.6,0,0.0,8,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OraclePartitionSingle.java,0,0,False,0,0.0,java,0.0,138,182,100,15,3,0,0,1,34,0,34,0,33,0,druid,0,0.0,226,comprehensive_java_metrics,1
0,27.0,1.0,24,none,0,0,1.2,18,0.4,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleSegmentAttributes.java,0,0,True,0,0.0,java,0.0,3,45,50.0,37,1,0,0,0,0,1,0,0,0,0,druid,0,0,69,comprehensive_java_metrics,0
0,4.407407407407407,0.1111111111111111,37,none,0,2,4.8,18,0.13138686131386862,4,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleSegmentAttributesImpl.java,0,0,True,0,0.0,java,0.0,82,137,100,14,3,0,0,1,26,0,27,0,27,0,druid,0,0.0,174,comprehensive_java_metrics,1
0,6.0,1.0,3,none,0,0,1.2,15,0.7142857142857143,1,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleSQLObject.java,0,0,True,0,0.0,java,0.0,3,21,50.0,16,1,0,0,0,0,1,0,0,0,0,druid,0,0,24,comprehensive_java_metrics,0
0,7.75,0.75,10,none,0,0,3.5999999999999996,15,0.32608695652173914,3,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\OracleSQLObjectImpl.java,0,0,True,0,0.0,java,0.0,21,46,100,17,3,0,0,1,1,0,4,0,3,0,druid,0,0.0,56,comprehensive_java_metrics,1
0,7.777777777777778,0.3333333333333333,18,none,0,0,10.799999999999999,15,0.17647058823529413,9,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\CycleClause.java,0,0,True,0,0.0,java,0.0,52,85,100,17,3,0,0,1,11,0,9,0,9,0,druid,0,0.0,103,comprehensive_java_metrics,1
0,5.338235294117647,0.07352941176470588,100,none,0,2,21.599999999999998,15,0.03968253968253968,18,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\ModelClause.java,0,0,True,0,0.0,java,0.0,263,378,100,15,5,0,0,10,75,0,68,0,67,0,druid,0,0.0,478,comprehensive_java_metrics,1
0,5.172413793103448,0.10344827586206896,48,none,0,2,10.799999999999999,15,0.09090909090909091,9,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\OracleLobStorageClause.java,0,0,True,0,0.0,java,0.0,102,165,100,15,3,0,0,1,29,0,29,0,28,0,druid,0,0.0,213,comprehensive_java_metrics,1
0,10.0,0.5714285714285714,16,none,0,0,12.0,15,0.17647058823529413,10,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\OracleReturningClause.java,0,0,True,0,0.0,java,0.0,54,85,100,20,4,0,0,1,11,0,7,0,7,0,druid,0,0.0,101,comprehensive_java_metrics,1
0,5.576923076923077,0.11538461538461539,31,none,0,2,14.399999999999999,15,0.09375,12,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\OracleStorageClause.java,0,0,True,0,0.0,java,0.0,114,160,100,15,3,0,0,1,26,0,26,0,26,0,druid,0,0.0,191,comprehensive_java_metrics,1
0,6.875,0.375,13,none,0,0,7.199999999999999,15,0.21428571428571427,6,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\OracleWithSubqueryEntry.java,0,0,True,0,0.0,java,0.0,42,70,100,16,3,0,0,1,6,0,8,0,7,0,druid,0,0.0,83,comprehensive_java_metrics,1
0,6.714285714285714,0.42857142857142855,14,none,0,0,4.8,15,0.24193548387096775,4,none,1,0,core\src\main\java\com\alibaba\druid\sql\dialect\oracle\ast\clause\PartitionExtensionClause.java,0,0,True,0,0.0,java,0.0,33,62,100,16,3,0,0,1,9,0,7,0,7,0,druid,0,0.0,76,comprehensive_java_metrics,1
