project,file,language,dataset_type,type,loc,comment_lines,blank_lines,total_lines,lines_of_code_actual,cyclomatic_complexity,max_nesting_depth,avg_nesting_depth,cognitive_complexity,wmc,dit,noc,cbo,rfc,lcom,num_classes,num_interfaces,num_methods,num_fields,num_public_methods,num_private_methods,num_static_methods,comment_ratio,has_comments,avg_method_loc,max_method_loc,maintainability_index,has_defect,defect_type,num_bugs,bug_severity,afferent_coupling,efferent_coupling,instability,halstead_volume,halstead_difficulty,technical_debt_hours,code_smells,defects
SampleTaskSpec,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\task,java,promise,comprehensive_java_metrics,49,16,10,59,23,2,2,0.6666666666666666,2.4,3,1,0,1,3,0.0,1,0,3,3,3,0,0,0.32653061224489793,True,11.0,21,50.0,0,none,0,none,1,1,0.25,0,0,0,0,0
SampleTaskWorker,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\task,java,promise,comprehensive_java_metrics,60,16,10,70,34,4,3,1.5,4.8,2,1,0,1,2,0.0,1,0,2,6,1,0,0,0.26666666666666666,True,22.0,32,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
TaskSpecTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\task,java,promise,comprehensive_java_metrics,42,16,8,50,18,2,3,3.0,2.4,1,1,0,1,1,0.0,1,0,1,3,1,0,0,0.38095238095238093,True,26.0,36,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
ConsumeBenchSpecTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,62,16,13,75,33,3,3,0.75,3.5999999999999996,4,1,0,1,4,0.0,1,0,4,0,3,1,0,0.25806451612903225,True,11.5,21,50.0,0,none,0,none,1,1,0.2,0,0,0,0,0
ExternalCommandWorkerTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,173,35,18,191,120,11,5,1.0,13.2,5,1,0,2,5,0.0,2,0,5,21,5,0,0,0.2023121387283237,True,27.6,37,50.0,0,none,0,none,2,2,0.2857142857142857,0,0,0,0,0
HistogramTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,73,16,13,86,44,3,3,0.75,3.5999999999999996,4,1,0,1,4,0.0,1,0,4,10,3,1,1,0.2191780821917808,True,14.25,24,50.0,0,none,0,none,1,1,0.2,0,0,0,0,0
PayloadGeneratorTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,208,16,30,238,162,14,4,0.36363636363636365,16.8,11,1,0,1,11,0.0,1,0,11,56,8,3,3,0.07692307692307693,True,17.454545454545453,27,50.0,0,none,0,none,1,1,0.08333333333333333,0,0,0,0,0
ShareConsumeBenchSpecTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,56,16,11,67,29,3,3,0.75,3.5999999999999996,4,1,0,1,4,0.0,1,0,4,3,3,1,0,0.2857142857142857,True,10.0,20,50.0,0,none,0,none,1,1,0.2,0,0,0,0,0
ThrottleTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,64,20,10,74,34,2,3,1.0,2.4,3,1,0,2,3,0.0,2,0,3,4,1,0,0,0.3125,True,14.666666666666666,24,50.0,0,none,0,none,2,2,0.4,0,0,0,0,0
TimeIntervalTransactionsGeneratorTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,37,16,7,44,14,2,2,2.0,2.4,1,1,0,1,1,0.0,1,0,1,2,1,0,0,0.43243243243243246,True,21.0,31,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
TopicsSpecTest,d:\GitIntel\kafka\trogdor\src\test\java\org\apache\kafka\trogdor\workload,java,promise,comprehensive_java_metrics,74,16,15,89,43,2,2,0.6666666666666666,2.4,3,1,0,1,3,0.0,1,0,3,7,3,0,0,0.21621621621621623,True,19.333333333333332,29,50.0,0,none,0,none,1,1,0.25,0,0,0,0,0
Agent,d:\GitIntel\kafka\trogdor\src\main\java\org\apache\kafka\trogdor\agent,java,promise,comprehensive_java_metrics,245,63,28,273,154,18,4,0.4444444444444444,21.599999999999998,9,1,0,1,9,0.0,1,0,9,29,9,0,1,0.2571428571428571,True,20.22222222222222,30,50.0,0,none,0,none,1,1,0.1,0,0,0,0,0
AgentClient,d:\GitIntel\kafka\trogdor\src\main\java\org\apache\kafka\trogdor\agent,java,promise,comprehensive_java_metrics,291,25,34,325,232,17,6,0.3333333333333333,20.4,18,1,0,2,18,0.0,2,0,18,40,14,4,4,0.0859106529209622,True,14.777777777777779,24,50.0,0,none,0,none,2,2,0.1,0,0,0,0,0
AgentRestResource,d:\GitIntel\kafka\trogdor\src\main\java\org\apache\kafka\trogdor\agent,java,promise,comprehensive_java_metrics,98,27,14,112,57,7,3,0.42857142857142855,8.4,7,1,0,1,7,0.0,1,0,7,4,7,1,0,0.2755102040816326,True,10.142857142857142,20,50.0,0,none,0,none,1,1,0.125,0,0,0,0,0
WorkerManager,d:\GitIntel\kafka\trogdor\src\main\java\org\apache\kafka\trogdor\agent,java,promise,comprehensive_java_metrics,624,126,75,699,423,70,7,0.4117647058823529,84.0,17,1,0,13,17,0.0,13,0,17,64,14,0,0,0.20192307692307693,True,29.294117647058822,39,50.0,0,none,0,none,13,13,0.43333333333333335,0,0,0,0,0
ReactorGraph,d:\GitIntel\maven\src\graph,java,promise,comprehensive_java_metrics,238,36,30,268,172,35,8,2.0,42.0,4,1,0,1,4,0.0,1,0,4,39,1,2,3,0.15126050420168066,True,50.5,60,50.0,0,none,0,none,1,1,0.2,0,0,0,0,0
ImmutableCollections,d:\GitIntel\maven\src\mdo\java,java,promise,comprehensive_java_metrics,228,22,38,266,168,10,8,0.36363636363636365,12.0,22,1,0,5,22,0.0,5,0,22,11,21,1,1,0.09649122807017543,True,9.363636363636363,19,50.0,0,none,0,none,5,5,0.18518518518518517,0,0,0,0,0
InputLocation,d:\GitIntel\maven\src\mdo\java,java,promise,comprehensive_java_metrics,435,183,40,475,212,57,5,0.2777777777777778,68.39999999999999,18,1,0,3,18,0.0,3,1,18,35,17,1,9,0.4206896551724138,True,14.0,24,50.0,0,none,0,none,3,3,0.14285714285714285,0,0,0,0,0
InputLocationTracker,d:\GitIntel\maven\src\mdo\java,java,promise,comprehensive_java_metrics,46,41,3,49,2,5,1,1.0,6.0,0,1,0,0,0,0.0,0,1,0,0,0,0,0,0.8913043478260869,True,5.0,15,50.0,0,none,0,none,0,0,0.0,0,0,0,0,0
InputSource,d:\GitIntel\maven\src\mdo\java,java,promise,comprehensive_java_metrics,241,103,22,263,116,35,3,0.23076923076923078,42.0,13,1,0,3,13,0.0,3,0,13,13,13,0,5,0.42738589211618255,True,10.615384615384615,20,50.0,0,none,0,none,3,3,0.1875,0,0,0,0,0
WrapperList,d:\GitIntel\maven\src\mdo\java,java,promise,comprehensive_java_metrics,100,18,12,112,70,6,3,0.42857142857142855,7.199999999999999,7,1,0,1,7,0.0,1,0,7,10,6,1,0,0.18,True,11.714285714285714,21,50.0,0,none,0,none,1,1,0.125,0,0,0,0,0
WrapperProperties,d:\GitIntel\maven\src\mdo\java,java,promise,comprehensive_java_metrics,389,18,76,465,295,12,8,0.12903225806451613,14.399999999999999,62,1,0,4,62,0.0,4,2,62,15,35,2,0,0.04627249357326478,True,5.983870967741935,15,50.0,0,none,0,none,4,4,0.06060606060606061,0,0,0,0,0
DownloadMojo,d:\GitIntel\maven\its\core-it-support\maven-it-plugin-bootstrap\src\main\java\org\apache\maven\its\bootstrap,java,promise,comprehensive_java_metrics,141,35,14,155,92,14,4,2.0,16.8,2,1,0,1,2,0.0,1,0,2,15,1,0,0,0.24822695035460993,True,53.0,63,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
AbstractMavenIntegrationTestCase,d:\GitIntel\maven\its\core-it-support\maven-it-helper\src\main\java\org\apache\maven\it,java,promise,comprehensive_java_metrics,124,32,27,151,65,11,5,0.5,13.2,10,1,0,2,10,0.0,2,0,10,8,2,0,2,0.25806451612903225,True,9.2,19,50.0,0,none,0,none,2,2,0.16666666666666666,0,0,0,0,0
VerificationException,d:\GitIntel\maven\its\core-it-support\maven-it-helper\src\main\java\org\apache\maven\it,java,promise,comprehensive_java_metrics,30,21,3,33,6,2,2,2.0,2.4,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0.7,True,9.0,19,50.0,0,none,0,none,1,1,1.0,0,0,0,0,0
Verifier,d:\GitIntel\maven\its\core-it-support\maven-it-helper\src\main\java\org\apache\maven\it,java,promise,comprehensive_java_metrics,1002,277,152,1154,573,119,8,0.1095890410958904,142.79999999999998,73,1,0,1,73,0.0,1,0,73,109,63,9,6,0.27644710578842313,True,9.931506849315069,19,50.0,0,none,0,none,1,1,0.013513513513513514,0,0,0,0,0
CoreItHttpWagon,d:\GitIntel\maven\its\core-it-support\core-it-wagon\src\main\java\org\apache\maven\wagon\providers\coreit,java,promise,comprehensive_java_metrics,135,23,31,166,81,14,4,0.5,16.8,8,1,0,1,8,0.0,1,0,8,13,7,0,0,0.17037037037037037,True,14.0,24,50.0,0,none,0,none,1,1,0.1111111111111111,0,0,0,0,0
CoreItWagon,d:\GitIntel\maven\its\core-it-support\core-it-wagon\src\main\java\org\apache\maven\wagon\providers\coreit,java,promise,comprehensive_java_metrics,145,23,33,178,89,14,4,0.4444444444444444,16.8,9,1,0,1,9,0.0,1,0,9,15,7,1,0,0.15862068965517243,True,13.555555555555555,23,50.0,0,none,0,none,1,1,0.1,0,0,0,0,0
ScpExternalWagon,d:\GitIntel\maven\its\core-it-support\core-it-wagon\src\main\java\org\apache\maven\wagon\providers\ssh\external,java,promise,comprehensive_java_metrics,130,24,31,161,75,14,4,0.4444444444444444,16.8,9,1,0,2,9,0.0,2,0,9,12,8,0,0,0.18461538461538463,True,11.777777777777779,21,50.0,0,none,0,none,2,2,0.18181818181818182,0,0,0,0,0
CoreItToolchain,d:\GitIntel\maven\its\core-it-support\core-it-toolchain\src\main\java\org\apache\maven\coreit\toolchain,java,promise,comprehensive_java_metrics,44,21,10,54,13,2,2,0.5,2.4,4,1,0,1,4,0.0,1,0,4,4,4,0,0,0.4772727272727273,True,5.75,15,50.0,0,none,0,none,1,1,0.2,0,0,0,0,0
CoreItToolchainFactory,d:\GitIntel\maven\its\core-it-support\core-it-toolchain\src\main\java\org\apache\maven\coreit\toolchain,java,promise,comprehensive_java_metrics,38,21,6,44,11,3,3,1.5,3.5999999999999996,2,1,0,1,2,0.0,1,0,2,2,2,0,0,0.5526315789473685,True,8.5,18,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
DumpAuthMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-uses-wagon\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,114,41,16,130,57,15,5,5.0,18.0,1,1,0,1,1,0.0,1,0,1,7,1,0,0,0.35964912280701755,True,73.0,83,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
DumpVersionMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-uses-wagon\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,111,47,17,128,47,14,5,5.0,16.8,1,1,0,1,1,0.0,1,0,1,11,1,0,0,0.42342342342342343,True,64.0,74,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
LoadResourceMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-uses-wagon\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,133,49,20,153,64,16,6,6.0,19.2,1,1,0,6,1,0.0,6,0,1,11,1,0,0,0.3684210526315789,True,84.0,94,50.0,0,none,0,none,6,6,0.8571428571428571,0,0,0,0,0
LookupWagonMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-uses-wagon\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,91,39,14,105,38,9,5,5.0,10.799999999999999,1,1,0,3,1,0.0,3,0,1,7,1,0,0,0.42857142857142855,True,52.0,62,50.0,0,none,0,none,3,3,0.75,0,0,0,0,0
UsesWagonMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-uses-wagon\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,71,22,8,79,41,8,3,3.0,9.6,1,1,0,1,1,0.0,1,0,1,7,1,0,0,0.30985915492957744,True,49.0,59,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
CopyPomMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-touch\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,64,26,11,75,27,5,4,4.0,6.0,1,1,0,1,1,0.0,1,0,1,8,1,0,0,0.40625,True,38.0,48,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
CoreItTouchMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-touch\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,117,47,28,145,42,12,4,1.3333333333333333,14.399999999999999,3,1,0,1,3,0.0,1,0,3,13,1,1,0,0.4017094017094017,True,23.333333333333332,33,50.0,0,none,0,none,1,1,0.25,0,0,0,0,0
CoreItMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-toolchain\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,126,40,21,147,65,12,5,2.5,14.399999999999999,2,1,0,1,2,0.0,1,0,2,15,1,1,0,0.31746031746031744,True,43.0,53,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
FindToolMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-toolchain\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,93,38,15,108,40,8,5,5.0,9.6,1,1,0,1,1,0.0,1,0,1,9,1,0,0,0.40860215053763443,True,55.0,65,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
GenerateMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-site\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,100,40,14,114,46,9,7,3.5,10.799999999999999,2,1,0,1,2,0.0,1,0,2,9,2,0,0,0.4,True,30.0,40,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
InfoReport,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-site\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,141,52,24,165,65,12,5,0.5,14.399999999999999,10,1,0,1,10,0.0,1,0,10,10,10,0,0,0.36879432624113473,True,8.9,18,50.0,0,none,0,none,1,1,0.09090909090909091,0,0,0,0,0
ListMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-site\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,84,38,12,96,34,7,5,5.0,8.4,1,1,0,2,1,0.0,2,0,1,4,1,0,0,0.4523809523809524,True,46.0,56,50.0,0,none,0,none,2,2,0.6666666666666666,0,0,0,0,0
PluginParamInterpolationMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-project-interpolation\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,55,27,8,63,20,3,3,1.5,3.5999999999999996,2,1,0,1,2,0.0,1,0,2,3,1,1,0,0.4909090909090909,True,14.0,24,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
PropertyInterpolationMojo,d:\GitIntel\maven\its\core-it-support\core-it-plugins\maven-it-plugin-project-interpolation\src\main\java\org\apache\maven\plugin\coreit,java,promise,comprehensive_java_metrics,48,25,8,56,15,3,3,1.5,3.5999999999999996,2,1,0,1,2,0.0,1,0,2,3,1,1,0,0.5208333333333334,True,11.5,21,50.0,0,none,0,none,1,1,0.3333333333333333,0,0,0,0,0
AgentTest,d:\GitIntel\test\trogdor\src\test\java\org\apache\kafka\trogdor\agent,java,promise,comprehensive_java_metrics,435,21,55,490,359,6,4,0.2222222222222222,7.199999999999999,18,1,0,2,18,0.0,2,0,18,74,15,2,1,0.04827586206896552,True,23.0,33,50.0,0,none,0,none,2,2,0.1,0,0,0,0,0
BasicPlatformTest,d:\GitIntel\test\trogdor\src\test\java\org\apache\kafka\trogdor\basic,java,promise,comprehensive_java_metrics,57,16,8,65,33,2,7,7.0,2.4,1,1,0,1,1,0.0,1,0,1,2,1,0,0,0.2807017543859649,True,41.0,51,50.0,0,none,0,none,1,1,0.5,0,0,0,0,0
