cyclomatic_complexity,cognitive_complexity,max_nesting_depth,wmc,dit,noc,cbo,rfc,lcom,essential_complexity,afferent_coupling,efferent_coupling,instability,abstractness,file
7,8.4,3,0,1,0,5,16,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetSerde.java
7,8.4,3,0,1,0,5,17,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetSerdeProperties.java
7,8.4,3,0,1,0,3,10,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSetTableSpace.java
17,20.4,3,0,1,0,7,115,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableStatement.java
7,8.4,3,0,1,0,3,10,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSubpartitionAvailablePartitionNum.java
6,7.199999999999999,3,0,1,0,5,14,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableSubpartitionLifecycle.java
5,6.0,2,0,1,0,4,6,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableTouch.java
8,9.6,3,0,1,0,6,18,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableTruncatePartition.java
7,8.4,3,0,1,0,4,12,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableUnarchivePartition.java
6,7.199999999999999,3,0,1,0,3,8,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTableValidateConstraint.java
7,8.4,3,0,1,0,6,20,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterTypeStatement.java
9,10.799999999999999,3,0,1,0,3,20,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterViewRenameStatement.java
24,28.799999999999997,3,0,1,0,12,107,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAlterViewStatement.java
18,21.599999999999998,4,0,1,0,7,62,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAnalyzeTableStatement.java
8,9.6,3,0,1,0,6,21,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLArchiveTableStatement.java
15,18.0,3,0,1,0,6,46,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLAssignItem.java
6,7.199999999999999,3,0,1,0,6,14,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBackupStatement.java
8,9.6,3,0,1,0,9,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBeginStatement.java
14,16.8,4,0,1,0,6,57,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBlockStatement.java
6,7.199999999999999,3,0,1,0,4,15,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLBuildTableStatement.java
6,7.199999999999999,3,0,1,0,9,24,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCallStatement.java
6,7.199999999999999,3,0,1,0,3,10,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCancelJobStatement.java
14,16.8,5,0,1,0,9,45,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCharacterDataType.java
13,15.6,4,0,1,0,4,37,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCheck.java
10,12.0,3,0,1,0,6,34,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCloneTableStatement.java
7,8.4,3,0,1,0,7,15,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCloseStatement.java
11,13.2,3,0,1,0,4,34,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnCheck.java
5,6.0,1,0,1,0,0,2,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnConstraint.java
6,7.199999999999999,3,0,1,0,4,26,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnDefault.java
86,103.2,7,0,1,0,11,309,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnDefinition.java
6,7.199999999999999,3,0,1,0,1,13,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnPrimaryKey.java
8,9.6,3,0,1,0,4,31,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnReference.java
6,7.199999999999999,3,0,1,0,2,11,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLColumnUniqueKey.java
9,10.799999999999999,3,0,1,0,7,24,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCommentStatement.java
12,14.399999999999999,4,0,1,0,3,38,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCommitStatement.java
1,1.2,2,0,1,0,2,3,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCommitTransactionStatement.java
5,6.0,1,0,1,0,3,7,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLConstraint.java
13,15.6,4,0,1,0,5,52,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLConstraintImpl.java
1,1.2,2,0,1,0,2,3,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLContinueStatement.java
6,7.199999999999999,3,0,1,0,6,31,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCopyFromStatement.java
3,3.5999999999999996,3,0,1,0,3,9,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCostStatement.java
24,28.799999999999997,4,0,1,0,10,103,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateDatabaseStatement.java
23,27.599999999999998,4,0,1,0,5,100,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateFunctionStatement.java
23,27.599999999999998,4,0,1,0,7,169,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateIndexStatement.java
24,28.799999999999997,5,0,1,0,7,145,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateMaterializedViewStatement.java
6,7.199999999999999,3,0,1,0,5,24,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateOutlineStatement.java
13,15.6,4,0,1,0,8,54,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateProcedureStatement.java
7,8.4,3,0,1,0,7,18,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateRoleStatement.java
18,21.599999999999998,3,0,1,0,8,75,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateSequenceStatement.java
5,6.0,2,0,1,0,1,2,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateStatement.java
13,15.6,3,0,1,0,12,44,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateTableGroupStatement.java
254,304.8,8,0,1,0,17,1039,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateTableStatement.java
15,18.0,3,0,1,0,5,67,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateTriggerStatement.java
8,9.6,3,0,1,0,4,21,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateUserStatement.java
39,46.8,5,0,1,0,7,155,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLCreateViewStatement.java
5,6.0,2,0,1,0,1,2,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDDLStatement.java
7,8.4,3,0,1,0,4,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDeclareStatement.java
14,16.8,4,0,1,0,4,46,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDefault.java
42,50.4,7,0,1,0,10,147,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDeleteStatement.java
10,12.0,3,0,1,0,5,31,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDescribeStatement.java
9,10.799999999999999,3,0,1,0,5,25,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropCatalogStatement.java
21,25.2,4,0,1,0,8,78,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropDatabaseStatement.java
8,9.6,3,0,1,0,7,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropEventStatement.java
8,9.6,3,0,1,0,8,24,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropFunctionStatement.java
13,15.6,3,0,1,0,5,44,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropIndexStatement.java
9,10.799999999999999,3,0,1,0,8,22,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropLogFileGroupStatement.java
8,9.6,3,0,1,0,7,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropMaterializedViewStatement.java
10,12.0,3,0,1,0,5,25,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropOfflineModelStatement.java
8,9.6,3,0,1,0,7,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropOutlineStatement.java
7,8.4,3,0,1,0,4,16,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropProcedureStatement.java
8,9.6,3,0,1,0,7,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropResourceGroupStatement.java
8,9.6,3,0,1,0,7,19,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropResourceStatement.java
8,9.6,3,0,1,0,5,22,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropRoleStatement.java
10,12.0,3,0,1,0,6,29,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropSequenceStatement.java
9,10.799999999999999,3,0,1,0,5,23,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropServerStatement.java
5,6.0,2,0,1,0,1,2,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropStatement.java
10,12.0,3,0,1,0,6,32,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropSynonymStatement.java
10,12.0,3,0,1,0,5,26,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableGroupStatement.java
11,13.2,3,0,1,0,6,28,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableSpaceStatement.java
13,15.6,4,0,1,0,10,94,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableStatement.java
8,9.6,3,0,1,0,5,22,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTriggerStatement.java
9,10.799999999999999,3,0,1,0,5,24,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTypeStatement.java
9,10.799999999999999,4,0,1,0,7,28,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropUserStatement.java
9,10.799999999999999,5,0,1,0,6,40,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropViewStatement.java
7,8.4,4,0,1,0,3,23,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDumpStatement.java
9,10.799999999999999,3,0,1,0,4,25,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLErrorLoggingClause.java
7,8.4,4,0,1,0,7,34,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExceptionStatement.java
5,6.0,3,0,1,0,6,26,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExecuteImmediateStatement.java
7,8.4,3,0,1,0,6,15,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExplainAnalyzeStatement.java
8,9.6,3,0,1,0,8,33,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExplainStatement.java
2,2.4,3,0,1,0,3,9,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExportDatabaseStatement.java
5,6.0,3,0,1,0,6,23,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExportTableStatement.java
8,9.6,3,0,1,0,4,18,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprHint.java
9,10.799999999999999,3,0,1,0,4,26,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprStatement.java
90,108.0,8,0,1,0,11,303,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprTableSource.java
17,20.4,3,0,1,0,3,77,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExternalRecordFormat.java
9,10.799999999999999,3,0,1,0,4,24,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLFetchStatement.java
5,6.0,1,0,1,0,2,6,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForeignKeyConstraint.java
12,14.399999999999999,3,0,1,0,4,74,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForeignKeyImpl.java
3,3.5999999999999996,3,0,1,0,7,18,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForStatement.java
9,10.799999999999999,5,0,1,0,7,33,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGeneratedTableSource.java
3,3.5999999999999996,3,0,1,0,4,14,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGetDiagnosticsStatement.java
9,10.799999999999999,3,0,1,0,6,39,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGrantStatement.java
24,28.799999999999997,6,0,1,0,4,90,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLIfStatement.java
2,2.4,3,0,1,0,3,10,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLImportDatabaseStatement.java
6,7.199999999999999,3,0,1,0,7,30,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLImportTableStatement.java
24,28.799999999999997,4,0,1,0,4,99,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLInsertInto.java
20,24.0,6,0,1,0,6,91,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLInsertStatement.java
102,122.39999999999999,6,3,1,0,11,386,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLJoinTableSource.java
21,25.2,4,0,1,0,7,62,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLateralViewTableSource.java
1,1.2,2,0,1,0,2,3,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLeaveStatement.java
1,1.2,0,0,1,0,1,0,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLockTableStatement.java
10,12.0,4,0,1,0,6,32,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLoopStatement.java
29,34.8,6,0,1,0,4,152,0.5,0,0,0,0,0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLMergeStatement.java
